Marinaleda,JUAN MANUEL,SANCHEZ,GORDILLO,13-06-2015,IULV-CA-CUT
Martín de la Jara,MANUEL,SÁNCHEZ,AROCA,13-06-2015,PSOE-A
"Molares, Los",ROSALÍA,MORENO,MARCHENA,13-06-2015,P.S.O.E.
Montellano,CURRO,GIL,MALAGA,13-06-2015,P.S.O.E.-A
Morón de la Frontera,JUAN MANUEL,RODRIGUEZ,DOMINGUEZ,13-06-2015,P.S.O.E.-A
"Navas de la Concepción, Las",ANDRÉS,BARRERA,INVERNÓN,13-06-2015,PSOE-A
Olivares,ISIDORO,RAMOS,GARCÍA,13-06-2015,PSOE-A
Osuna,ROSARIO,ANDÚJAR,TORREJÓN,13-06-2015,PSOE-A
"Palacios y Villafranca, Los",JUAN MANUEL,VALLE,CHACÓN,13-06-2015,IZQUIERDA Y PROGRESO - IZQUIERDA UNIDA LOS VERDES CONVO
Palomares del Río,ANA ISABEL,JIMÉNEZ,SALGUERO,09-01-2018,PSOE-A
Paradas,RAFAEL,COBANO,NAVARRETE,13-06-2015,IULV-CA
Pedrera,ANTONIO,NOGALES,MONEDERO,13-06-2015,IULV-CA
"Pedroso, El",JUAN MANUEL,ALEJOS,GALA,13-06-2015,PSOE-A
Peñaflor,JOSE,RUIZ,HERMAN,13-06-2015,IULV-CA
Pilas,JOSÉ LEOCADIO,ORTEGA,IRIZO,13-06-2015,P.P.
Pruna,FRANCISCO,LOPEZ,SANCHEZ,13-06-2015,PARTIDO ANDALUCISTA
"Puebla de Cazalla, La",ANTONIO,MARTIN,MELERO,13-06-2015,IULV-CA
"Puebla de los Infantes, La",JOSE MARIA,RODRIGUEZ,FERNANDEZ,13-06-2015,PSOE-A
"Puebla del Río, La",MANUEL,BEJARANO,ÁLVAREZ,13-06-2015,PSOE-A
"Real de la Jara, El",CARMELO,CUBERO,CASCAJOSA,13-06-2015,PSOE-A
"Rinconada, La",FRANCISCO JAVIER,FERNÁNDEZ DE LOS RÍOS,TORRES,13-06-2015,PSOE-A
"Roda de Andalucía, La",FIDEL,ROMERO,RUIZ,03-10-2017,N.ADS.
"Ronquillo, El",ÁLVARO,LARA,VARGAS,13-06-2015,PSOE-A
"Rubio, El",RAFAEL,DE LA FÉ,HARO,13-06-2015,PSOE-A
Salteras,ANTONIO,VALVERDE,MACÍAS,13-06-2015,PSOE-A
San Juan de Aznalfarache,FERNANDO,ZAMORA,RUIZ,13-06-2015,PSOE-A
Sanlúcar la Mayor,RAÚL,CASTILLA,GUTIÉRREZ,13-06-2015,PSOE-A
San Nicolás del Puerto,JUAN CARLOS,NAVARRO,ANTÚNEZ,13-06-2015,PSOE-A
Santiponce,CAROLINA ROSARIO,CASANOVA,ROMÁN,17-05-2016,PSOE-A
"Saucejo, El",ANTONIA MARIA,CAPITAN,MARTINEZ,07-11-2017,IULV-CA
Sevilla,JUAN,ESPADAS,CEJAS,13-06-2015,PSOE-A
Tocina,FRANCISCO JOSE,CALVO,POZO,13-06-2015,PA
Tomares,JOSE LUIS,SANZ,RUIZ,13-06-2015,P.P.
Umbrete,JOAQUÍN,FERNÁNDEZ,GARRO,13-06-2015,PSOE-A
Utrera,JOSÉ MARÍA,VILLALOBOS,RAMOS,13-06-2015,P.S.O.E.
Valencina de la Concepción,ANTONIO MANUEL,SUÁREZ,SÁNCHEZ,13-06-2015,PSOE-A
Villamanrique de la Condesa,JOSÉ,SOLÍS,DE LA ROSA,13-06-2015,PSOE-A
Villanueva del Ariscal,MARTÍN,TORRES,CASTRO,13-06-2015,P.P.
Villanueva del Río y Minas,MIGUEL ANGEL,BARRIOS,GONZALEZ,19-05-2017,PSOE-A
Villanueva de San Juan,JOSÉ,REYES,VERDUGO,13-06-2015,PSOE-A
Villaverde del Río,JOSE MARIA,MARTIN,VERA,19-08-2015,PSOE-A
"Viso del Alcor, El",ANABEL,BURGOS,JIMENEZ,13-06-2015,IULV-CA
Cañada Rosal,RODRIGO,RODRÍGUEZ,HANS,29-01-2016,PSOE-A
Isla Mayor,JUAN,MOLERO,GRACIA,13-06-2015,PSOE-A
"Cuervo de Sevilla, El",FRANCISCO,CORDERO,RAMIREZ,13-06-2015,IULV-CA
