Júzcar,FRANCISCO,LOZANO,FERNANDEZ,13-06-2015,P.P.
Macharaviaya,ANTONIO,CAMPOS,GARIN,13-06-2015,PSOE-A
Málaga,FRANCISCO MANUEL,DE LA TORRE,PRADOS,13-06-2015,PP
Manilva,MARIO,JIMENEZ,RODRIGUEZ,11-11-2016,COMPROMISO MANILVA
Marbella,MARIA ANGELES,MUÑOZ,URIOL,29-08-2017,P.P.
Mijas,JUAN CARLOS,MALDONADO,ESTEVEZ,13-06-2015,C's
Moclinejo,ANTONIO,MUÑOZ,ANAYA,13-06-2015,PP
Mollina,EUGENIO,SEVILLANO,ORDÓÑEZ,13-06-2015,PSOE-A
Monda,FRANCISCO,SANCHEZ,AGÜERA,13-06-2015,IULV-CA-PARA LA GENTE
Montejaque,DIEGO,SANCHEZ,SANCHEZ,13-06-2015,ADIA
Nerja,ROSA MARIA,ARRABAL,TELLEZ,13-06-2015,PSOE-A
Ojén,JOSE ANTONIO,GOMEZ,SANCHEZ,13-06-2015,PSOE-A
Parauta,MARÍA CARMEN,GUTIÉRREZ,JIMÉNEZ,13-06-2015,PSOE-A
Periana,RAFAEL,TORRUBIA,ORTIGOSA,13-06-2015,PSOE-A
Pizarra,FELIX FRANCISCO,LOZANO,NARVAEZ,05-03-2016,PP
Pujerra,FRANCISCO,MACIAS,GUERRERO,13-06-2015,PSOE-A
Rincón de la Victoria,JOSE FRANCISCO,SALADO,ESCAÑO,05-06-2017,PP
Riogordo,ANTONIO,ALES,MONTESINOS,13-06-2015,PP
Ronda,MARÍA TERESA,VALDENEBRO,RÍOS,16-03-2016,PSOE-A
Salares,PABLO JESUS,CRESPILLO,FERNANDEZ,13-06-2015,PSOE-A
Sayalonga,ANTONIO JESUS,PEREZ,GONZALEZ,13-06-2015,P.P.
Sedella,FRANCISCO,ABOLAFIO,RODRIGUEZ,13-06-2015,IULV-CA-PARA LA GENTE
Sierra de Yeguas,JOSE MARÍA,GONZÁLEZ,GALLARDO,13-06-2015,PSOE-A
Teba,CRISTÓBAL MIGUEL,CORRAL,MALDONADO,13-06-2015,IULV-CA-PARA LA GENTE
Tolox,BARTOLOME,GUERRA,GIL,13-06-2015,T.U
Torrox,OSCAR,MEDINA,ESPAÑA,13-06-2015,P.P.
Totalán,MIGUEL ANGEL,ESCAÑO,LOPEZ,13-06-2015,PSOE-A
Valle de Abdalajís,VICTOR MANUEL,CASTILLO,GONZALEZ,13-06-2015,P.P.
Vélez-Málaga,ANTONIO,MORENO,FERRER,13-06-2015,PSOE-A
Villanueva de Algaidas,JUAN ANTONIO,CÍVICO,LLAMAS,13-06-2015,PSOE-A
Villanueva del Rosario,JUAN FRANCISCO,GONZÁLEZ,LORCA,31-07-2018,PSOE-A
Villanueva del Trabuco,JOSÉ MARÍA,GARCÍA,CAMPOS,13-06-2015,TRABUCO SI
Villanueva de Tapia,ENCARNACIÓN,PÁEZ,ALBA,13-06-2015,IULV-CA-PARA LA GENTE
Viñuela,JOSE JUAN,JIMENEZ,LOPEZ,13-06-2015,PSOE-A
Yunquera,JOSE ANTONIO,VIQUEZ,RUIZ,13-06-2015,P.P.
Torremolinos,JOSE,ORTIZ,GARCIA,13-06-2015,PSOE-A
Villanueva de la Concepción,GONZALO,SÁNCHEZ,HOYOS,13-06-2015,PSOE-A
Montecorto,MIGUEL,AYALA,GARCIA,13-06-2015,PA
Serrato,FRANCISCO,LÓPEZ,ARANA,13-06-2015,PSOE-A
